순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1793,017250,인터엠,"2,280","-170","-6.9","306,531","701,817,775","2,385","2,450","2,230","47,983,664,760","0.00","21,045,467",,,
1794,189690,포시에스,"6,380","-80","-1.2","20,031","126,836,110","6,400","6,490","6,210","47,950,567,940","0.00","7,515,763",,,
1795,115440,우리넷,"7,530","-600","-7.4","72,946","567,911,300","8,010","8,200","7,530","47,933,796,300","0.00","6,365,710",,,
1796,000105,유한양행우,"202,000","-4,500","-2.2","250","50,689,000","205,000","206,500","199,500","47,709,976,000","0.00","236,188",,,
1797,106520,디지탈옵틱,"651","-25","-3.7","422,776","281,205,168","708","708","650","47,700,172,254","0.00","73,272,154",,,
1798,115500,케이씨에스,"3,970","-60","-1.5","38,716","152,227,685","4,050","4,050","3,860","47,640,000,000","0.00","12,000,000",,,
1799,037230,한국팩키지,"1,905","-200","-9.5","375,301","729,880,055","2,055","2,075","1,895","47,625,000,000","0.00","25,000,000",,,
1800,041020,인프라웨어,"1,270","-80","-5.9","185,125","241,970,595","1,330","1,355","1,270","47,578,213,200","0.00","37,463,160",,,
1801,075970,동국알앤에스,"2,585","0","0.0","813,284","2,099,650,135","2,530","2,630","2,530","47,564,000,000","0.00","18,400,000",,,
1802,018680,서울제약,"5,600","-450","-7.4","25,570","147,236,550","5,910","6,150","5,520","47,518,794,400","0.00","8,485,499",,,
1803,225430,케이엠제약,"2,215","-400","-15.3","507,371","1,212,702,315","2,605","2,630","2,215","47,372,315,750","0.00","21,387,050",,,
1804,207490,에이펙스인텍,"13,150","-350","-2.6","47","618,800","13,150","13,900","13,150","47,340,000,000","0.00","3,600,000",,,
1805,089850,유비벨록스,"6,650","-430","-6.1","50,750","339,297,760","6,980","7,080","6,400","47,319,385,050","0.00","7,115,697",,,
1806,090080,평화산업,"1,265","-70","-5.2","230,113","293,639,700","1,340","1,365","1,220","47,315,862,660","0.00","37,403,844",,,
1807,023150,MH에탄올,"6,390","-10","-0.2","15,198","96,976,240","6,350","6,530","6,350","47,148,781,140","0.00","7,378,526",,,
1808,096610,알에프세미,"5,800","-700","-10.8","272,943","1,636,272,850","6,500","6,500","5,750","47,101,626,000","0.00","8,120,970",,,
1809,025950,동신건설,"5,600","-330","-5.6","32,518","184,009,160","5,830","5,890","5,350","47,040,000,000","0.00","8,400,000",,,
1810,263020,디케이앤디,"6,040","-70","-1.2","68,818","422,995,770","6,190","6,280","6,000","46,889,740,080","0.00","7,763,202",,,
1811,025530,SJM홀딩스,"3,135","-80","-2.5","5,732","18,020,980","3,215","3,215","3,095","46,818,115,080","0.00","14,934,008",,,
1812,067920,이글루시큐리티,"4,255","-65","-1.5","41,106","172,307,435","4,320","4,320","4,140","46,788,486,345","0.00","10,996,119",,,
1813,136510,쎄미시스코,"8,660","-1,030","-10.6","487,614","4,441,796,050","9,570","9,700","8,660","46,764,000,000","0.00","5,400,000",,,
1814,059120,아진엑스텍,"6,710","-660","-9.0","56,861","402,244,630","7,510","7,520","6,710","46,607,089,650","0.00","6,945,915",,,
1815,219550,MP한강,"820","-42","-4.9","499,121","414,563,218","853","860","813","46,601,641,400","0.00","56,831,270",,,
1816,060540,에스에이티,"1,775","-215","-10.8","744,156","1,355,313,270","2,000","2,000","1,765","46,386,618,150","0.00","26,133,306",,,
1817,187790,나노,"1,795","-160","-8.2","464,523","849,852,790","1,935","1,935","1,785","46,307,149,725","0.00","25,797,855",,,
1818,062860,티엘아이,"4,685","-145","-3.0","35,726","166,852,940","4,830","4,930","4,550","46,253,693,200","0.00","9,872,720",,,
1819,111820,지와이커머스,"2,250","0","0.0","0","0","0","0","0","46,253,270,250","0.00","20,557,009",,,
1820,010580,지코,"799","-22","-2.7","788,776","653,548,275","821","857","780","46,207,252,645","0.00","57,831,355",,,
1821,00499K,롯데지주우,"46,750","-850","-1.8","4,022","188,355,900","47,500","48,000","46,350","46,171,375,250","0.00","987,623",,,
1822,196300,애니젠,"9,200","-1,000","-9.8","69,640","673,827,190","10,200","10,350","9,200","46,148,718,000","0.00","5,016,165",,,
1823,006920,모헨즈,"4,225","-355","-7.8","155,690","666,400,090","4,500","4,590","4,070","46,137,000,000","0.00","10,920,000",,,
1824,045510,정원엔시스,"1,430","-100","-6.5","44,762","65,010,925","1,530","1,590","1,400","46,059,287,560","0.00","32,209,292",,,
1825,101390,아이엠,"1,090","-75","-6.4","553,497","612,245,470","1,135","1,170","1,080","46,023,255,300","0.00","42,223,170",,,
1826,019540,일지테크,"3,400","-95","-2.7","895,021","3,086,271,650","3,560","3,585","3,340","45,945,900,000","0.00","13,513,500",,,
1827,101170,우림기계,"3,400","-315","-8.5","181,934","641,682,775","3,660","3,710","3,320","45,900,000,000","0.00","13,500,000",,,
1828,047920,씨트리,"3,310","-315","-8.7","186,388","636,847,620","3,560","3,635","3,275","45,838,114,630","0.00","13,848,373",,,
1829,081580,성우전자,"2,955","-110","-3.6","21,734","64,388,840","3,075","3,085","2,915","45,826,562,565","0.00","15,508,143",,,
1830,010100,한국프랜지,"1,500","-185","-11.0","362,623","559,111,835","1,650","1,685","1,490","45,675,630,000","0.00","30,450,420",,,
1831,003310,대주산업,"1,290","-60","-4.4","292,676","376,997,060","1,325","1,350","1,230","45,656,131,500","0.00","35,392,350",,,
1832,088790,진도,"3,665","15","0.4","20,427","72,013,315","3,650","3,690","3,480","45,620,981,760","0.00","12,447,744",,,
1833,263860,지니언스,"4,825","-140","-2.8","21,684","104,405,465","4,995","4,995","4,760","45,570,195,000","0.00","9,444,600",,,
1834,051980,센트럴바이오,"1,015","-70","-6.4","459,510","470,133,565","1,050","1,070","1,005","45,273,273,150","0.00","44,604,210",,,
1835,068940,아이씨케이,"1,450","-15","-1.0","335,341","476,060,600","1,465","1,470","1,390","45,210,596,900","0.00","31,179,722",,,
1836,008370,원풍,"3,765","-115","-3.0","35,402","134,335,725","3,895","3,895","3,755","45,180,000,000","0.00","12,000,000",,,
1837,121890,에스디시스템,"4,985","-285","-5.4","205,359","1,049,960,055","5,300","5,360","4,985","45,102,176,330","0.00","9,047,578",,,
1838,143540,영우디에스피,"1,490","20","1.4","1,398,701","2,110,734,675","1,520","1,565","1,465","44,988,325,430","0.00","30,193,507",,,
1839,052300,W홀딩컴퍼니,"340","-23","-6.3","886,796","305,881,026","368","368","340","44,983,936,640","0.00","132,305,696",,,
1840,032800,판타지오,"618","-11","-1.8","409,397","249,517,242","627","638","592","44,931,036,774","0.00","72,703,943",,,
1841,013000,세우글로벌,"1,565","-220","-12.3","1,121,751","1,860,091,620","1,780","1,800","1,565","44,923,373,515","0.00","28,705,031",,,
1842,155900,바다로19호,"2,955","-15","-0.5","8,359","24,662,885","2,970","2,970","2,950","44,916,011,820","0.00","15,200,004",,,
1843,084650,랩지노믹스,"4,930","-670","-12.0","109,341","563,337,720","5,450","5,780","4,920","44,879,244,350","0.00","9,103,295",,,
1844,186230,그린플러스,"14,000","-550","-3.8","491","6,985,500","14,500","14,500","14,000","44,840,222,000","0.00","3,202,873",,,
1845,238120,로고스바이오,"12,450","-150","-1.2","7,422","90,433,450","12,600","12,600","12,000","44,754,313,800","0.00","3,594,724",,,
1846,258250,셀젠텍,"11,400","-2,000","-14.9","952","10,994,050","13,450","13,450","11,400","44,682,847,200","0.00","3,919,548",,,
1847,008470,부스타,"5,310","-220","-4.0","61,319","328,504,720","5,550","5,580","5,290","44,629,488,000","0.00","8,404,800",,,
1848,092300,현우산업,"3,010","-125","-4.0","135,004","406,060,165","3,135","3,170","2,955","44,577,850,170","0.00","14,809,917",,,
1849,184230,SGA솔루션즈,"1,215","-165","-12.0","269,186","347,150,930","1,375","1,375","1,215","44,561,380,095","0.00","36,676,033",,,
1850,101730,조이맥스,"5,220","-120","-2.2","41,934","214,788,830","5,150","5,310","5,020","44,397,321,480","0.00","8,505,234",,,
1851,031980,피에스케이홀딩스,"7,960","-340","-4.1","31,201","250,577,240","8,240","8,250","7,920","44,310,008,640","0.00","5,566,584",,,
1852,003465,유화증권우,"12,650","0","0.0","203","2,479,250","12,750","12,750","12,150","44,215,355,250","0.00","3,495,285",,,
1853,072130,유엔젤,"3,350","-340","-9.2","66,901","235,971,485","3,640","3,725","3,350","44,204,770,900","0.00","13,195,454",,,
1854,006110,삼아알미늄,"4,015","-185","-4.4","50,367","205,119,480","4,115","4,200","4,005","44,165,000,000","0.00","11,000,000",,,
1855,279600,미디어젠,"12,000","0","0.0","2","24,000","12,000","12,000","12,000","44,164,572,000","0.00","3,680,381",,,
1856,049120,파인디앤씨,"1,670","-100","-5.6","209,737","354,536,590","1,780","1,780","1,645","44,021,106,480","0.00","26,359,944",,,
1857,085670,뉴프렉스,"2,080","-190","-8.4","1,824,656","3,941,445,365","2,215","2,310","2,010","44,004,561,120","0.00","21,156,039",,,
1858,054300,팬스타엔터프라이즈,"926","-74","-7.4","1,064,583","1,022,582,360","995","998","923","43,975,600,174","0.00","47,489,849",,,
1859,000760,이화산업,"15,700","-1,250","-7.4","1,509","24,346,550","16,500","16,850","15,550","43,960,000,000","0.00","2,800,000",,,
1860,302920,더콘텐츠온,"16,900","0","0.0","0","0","0","0","0","43,939,662,000","0.00","2,599,980",,,
1861,085810,알티캐스트,"2,050","-150","-6.8","104,103","218,396,340","2,180","2,195","2,050","43,507,478,000","0.00","21,223,160",,,
1862,041590,에너전트,"920","-67","-6.8","1,184,631","1,126,868,080","979","1,020","880","43,479,177,920","0.00","47,259,976",,,
1863,012860,서연전자,"1,610","-100","-5.8","210,088","339,754,570","1,710","1,750","1,545","43,470,000,000","0.00","27,000,000",,,
1864,006050,국영지앤엠,"1,245","70","6.0","4,342,693","5,621,932,370","1,165","1,410","1,130","43,444,577,535","0.00","34,895,243",,,
1865,101930,인화정공,"4,655","-35","-0.8","2,807","13,118,865","4,695","4,760","4,600","43,439,086,775","0.00","9,331,705",,,
1866,093240,형지엘리트,"1,390","-105","-7.0","229,569","326,202,600","1,475","1,490","1,390","43,305,169,220","0.00","31,154,798",,,
1867,050960,수산아이앤티,"6,410","-120","-1.8","6,002","38,689,530","6,560","6,700","6,350","43,273,910,000","0.00","6,751,000",,,
1868,005820,원림,"19,600","1,100","6.0","14,479","276,569,700","18,500","19,800","18,250","43,120,000,000","0.00","2,200,000",,,
1869,085910,네오티스,"3,910","-120","-3.0","10,267","40,672,525","4,065","4,065","3,910","43,063,480,980","0.00","11,013,678",,,
1870,131760,파인텍,"999","-91","-8.4","911,981","920,795,884","1,070","1,085","990","42,878,439,639","0.00","42,921,361",,,
1871,122690,서진오토모티브,"2,190","-315","-12.6","235,271","543,256,920","2,505","2,555","2,190","42,795,328,740","0.00","19,541,246",,,
1872,058530,슈펙스비앤피,"668","-32","-4.6","302,666","204,062,214","693","701","660","42,783,182,908","0.00","64,046,681",,,
1873,050090,휘닉스소재,"618","-66","-9.6","798,143","504,912,345","684","687","603","42,727,866,156","0.00","69,138,942",,,
1874,002680,한탑,"2,050","-130","-6.0","91,799","189,118,605","2,155","2,220","1,950","42,640,000,000","0.00","20,800,000",,,
1875,080530,코디,"3,590","0","0.0","0","0","0","0","0","42,585,046,700","0.00","11,862,130",,,
1876,032540,TJ미디어,"3,055","-80","-2.6","3,157","9,766,400","3,175","3,175","3,015","42,561,065,495","0.00","13,931,609",,,
1877,133750,메가엠디,"1,900","-110","-5.5","356,357","687,721,870","1,990","2,020","1,895","42,500,326,700","0.00","22,368,593",,,
1878,083500,에프엔에스테크,"5,700","-250","-4.2","115,669","660,185,120","5,950","6,000","5,530","42,322,853,400","0.00","7,425,062",,,
1879,224110,에이텍티앤,"7,920","-440","-5.3","58,886","474,535,700","8,220","8,440","7,910","42,292,800,000","0.00","5,340,000",,,
1880,065570,삼영이엔씨,"4,805","-155","-3.1","14,616","70,810,290","4,865","4,965","4,805","42,284,000,000","0.00","8,800,000",,,
1881,175140,인포마크,"11,650","-950","-7.5","76,545","903,280,700","12,750","12,750","11,250","42,268,623,200","0.00","3,628,208",,,
1882,066910,손오공,"1,930","-40","-2.0","434,988","869,796,465","2,045","2,150","1,920","42,259,590,730","0.00","21,896,161",,,
1883,170790,파이오링크,"6,160","-380","-5.8","17,832","112,034,690","6,540","6,540","6,160","42,234,992,800","0.00","6,856,330",,,
1884,122050,아이엘사이언스,"6,280","0","0.0","0","0","0","0","0","42,227,373,120","0.00","6,724,104",,,
1885,037030,파워넷,"3,510","-225","-6.0","258,041","918,855,010","3,700","3,715","3,500","42,153,745,140","0.00","12,009,614",,,
1886,002870,신풍제지,"1,205","-90","-7.0","329,657","404,688,035","1,295","1,295","1,170","42,125,233,500","0.00","34,958,700",,,
1887,007120,미래아이앤지,"325","-16","-4.7","298,974","98,156,363","342","347","321","42,082,348,100","0.00","129,484,148",,,
1888,023350,한국종합기술,"3,840","-175","-4.4","40,676","157,852,705","4,015","4,015","3,840","42,048,000,000","0.00","10,950,000",,,
1889,039240,경남스틸,"1,680","-110","-6.2","216,190","366,716,580","1,790","1,800","1,640","42,000,000,000","0.00","25,000,000",,,
1890,053050,지에스이,"1,400","-100","-6.7","365,171","520,184,995","1,500","1,500","1,380","41,982,635,800","0.00","29,987,597",,,
1891,075130,플랜티넷,"4,685","-205","-4.2","141,114","665,127,020","4,890","4,920","4,620","41,977,600,000","0.00","8,960,000",,,
1892,170030,현대공업,"2,730","-265","-8.8","116,550","330,818,855","2,995","3,180","2,720","41,878,200,000","0.00","15,340,000",,,
1893,293580,나우아이비캐피탈,"4,415","-195","-4.2","22,513","102,284,505","4,605","4,650","4,415","41,854,200,000","0.00","9,480,000",,,
1894,159910,스킨앤스킨,"361","-9","-2.4","708,393","262,865,485","364","399","357","41,649,471,417","0.00","115,372,497",,,
1895,154040,솔루에타,"3,260","-235","-6.7","248,767","830,302,900","3,490","3,515","3,260","41,544,188,160","0.00","12,743,616",,,
1896,222980,한국맥널티,"8,350","-650","-7.2","27,046","236,149,080","9,010","9,180","8,350","41,541,250,000","0.00","4,975,000",,,
1897,215090,리퓨어유니맥스,"2,110","-245","-10.4","1,450,504","3,244,232,430","2,315","2,395","2,110","41,465,903,570","0.00","19,652,087",,,
1898,007770,한일화학,"11,800","650","5.8","348,634","4,345,415,050","11,250","13,650","11,000","41,418,000,000","0.00","3,510,000",,,
1899,005320,국동,"1,500","-105","-6.5","814,513","1,252,398,975","1,595","1,615","1,500","41,394,234,000","0.00","27,596,156",,,
1900,044380,주연테크,"387","-19","-4.7","739,164","290,563,535","409","409","386","41,313,020,904","0.00","106,751,992",,,
1901,024070,WISCOM,"2,695","-35","-1.3","18,410","50,358,050","2,750","2,780","2,680","41,304,750,410","0.00","15,326,438",,,
1902,065420,에스아이리소스,"639","0","0.0","0","0","0","0","0","41,281,932,996","0.00","64,603,964",,,
1903,215480,토박스코리아,"1,010","-85","-7.8","1,051,136","1,084,478,063","1,080","1,090","997","41,271,368,410","0.00","40,862,741",,,
1904,049470,SGA,"849","-55","-6.1","130,886","113,077,818","897","904","849","41,059,549,401","0.00","48,362,249",,,
1905,237750,피앤씨테크,"6,320","-530","-7.7","24,499","158,995,310","6,850","6,850","6,320","41,058,512,000","0.00","6,496,600",,,
1906,032960,동일기연,"12,500","-1,050","-7.8","19,467","248,734,650","13,550","13,550","12,500","41,053,075,000","0.00","3,284,246",,,
1907,007370,진양제약,"3,420","-250","-6.8","34,811","121,160,260","3,650","3,650","3,400","41,040,000,000","0.00","12,000,000",,,
1908,246250,에스엘에스바이오,"6,000","410","7.3","210","1,209,000","5,750","6,000","5,750","40,968,618,000","0.00","6,828,103",,,
1909,038620,위즈코프,"1,055","-80","-7.0","419,459","457,893,305","1,135","1,150","1,055","40,966,464,460","0.00","38,830,772",,,
1910,024740,한일단조,"1,370","-105","-7.1","458,891","643,879,770","1,450","1,460","1,365","40,951,119,360","0.00","29,891,328",,,
1911,003780,진양산업,"3,150","-160","-4.8","180,049","570,713,850","3,310","3,310","3,125","40,950,000,000","0.00","13,000,000",,,
1912,015540,메디파트너생명공학,"6,520","10","0.2","28,937","188,184,100","6,560","6,600","6,440","40,943,598,360","0.00","6,279,693",,,
1913,028080,휴맥스홀딩스,"3,250","-210","-6.1","20,273","67,500,915","3,490","3,490","3,250","40,876,894,500","0.00","12,577,506",,,
1914,065690,파커스,"2,915","-190","-6.1","43,740","130,944,235","3,085","3,085","2,915","40,703,628,735","0.00","13,963,509",,,
1915,038950,파인디지털,"3,985","160","4.2","16,657","63,652,050","3,735","4,015","3,690","40,689,898,525","0.00","10,210,765",,,
1916,027580,상보,"1,280","-125","-8.9","1,838,380","2,424,794,310","1,410","1,450","1,270","40,551,834,880","0.00","31,681,121",,,
1917,141020,포티스,"770","-39","-4.8","444,473","349,810,876","809","813","761","40,470,155,880","0.00","52,558,644",,,
1918,029480,바른테크놀로지,"920","-73","-7.4","219,044","211,494,250","994","1,005","918","40,420,462,200","0.00","43,935,285",,,
1919,230980,솔트웍스,"3,200","-230","-6.7","344,023","1,157,864,395","3,355","3,600","3,145","40,401,299,200","0.00","12,625,406",,,
1920,020180,대신정보통신,"1,050","-75","-6.7","467,314","500,922,340","1,115","1,135","1,045","40,350,360,750","0.00","38,428,915",,,
1921,277410,인산가,"1,530","-135","-8.1","257,949","405,324,135","1,665","1,675","1,525","40,328,267,850","0.00","26,358,345",,,
1922,073540,에프알텍,"3,535","-355","-9.1","230,922","834,107,440","3,910","3,910","3,535","40,299,000,000","0.00","11,400,000",,,
1923,251280,안지오랩,"20,900","-500","-2.3","11","231,000","22,000","22,000","20,900","40,251,602,600","0.00","1,925,914",,,
1924,181340,이즈미디어,"5,710","-140","-2.4","86,646","487,761,050","5,930","5,950","5,450","40,227,521,000","0.00","7,045,100",,,
1925,236030,씨알푸드,"20,300","0","0.0","0","0","0","0","0","40,194,000,000","0.00","1,980,000",,,
1926,054630,에이디칩스,"1,485","-115","-7.2","609,233","919,194,360","1,600","1,610","1,475","40,098,558,060","0.00","27,002,396",,,
1927,024900,덕양산업,"1,230","-125","-9.2","607,636","778,964,935","1,340","1,370","1,215","40,054,925,400","0.00","32,564,980",,,
1928,246690,TS인베스트먼트,"1,785","-150","-7.8","152,061","278,231,100","1,915","1,955","1,765","40,021,492,140","0.00","22,421,004",,,
1929,019570,리더스 기술투자,"756","-2","-0.3","653,861","506,782,689","764","823","740","39,965,809,968","0.00","52,864,828",,,
1930,104040,대성파인텍,"1,270","-110","-8.0","493,037","646,067,895","1,375","1,385","1,270","39,752,626,870","0.00","31,301,281",,,
1931,092600,앤씨앤,"2,950","-135","-4.4","66,650","199,544,560","3,150","3,150","2,945","39,670,125,000","0.00","13,447,500",,,
1932,054540,삼영엠텍,"3,050","-140","-4.4","166,067","513,246,790","3,155","3,185","3,050","39,650,000,000","0.00","13,000,000",,,
1933,177830,파버나인,"3,650","-495","-11.9","166,982","645,234,855","4,145","4,180","3,650","39,545,647,600","0.00","10,834,424",,,
1934,275630,에스에스알,"6,810","-860","-11.2","99,933","704,531,930","7,530","7,700","6,810","39,460,960,410","0.00","5,794,561",,,
1935,089790,제이티,"3,825","-285","-6.9","143,576","565,595,545","4,050","4,100","3,825","39,456,837,225","0.00","10,315,513",,,
1936,079000,와토스코리아,"5,440","-160","-2.9","10,103","55,322,850","5,600","5,600","5,320","39,168,000,000","0.00","7,200,000",,,
1937,230400,자비스,"11,000","0","0.0","0","0","0","0","0","39,148,076,000","0.00","3,558,916",,,
1938,014940,오리엔탈정공,"858","-22","-2.5","328,206","283,632,026","891","891","857","39,102,201,138","0.00","45,573,661",,,
1939,071950,코아스,"1,265","-90","-6.6","549,912","709,360,920","1,320","1,350","1,265","39,097,620,650","0.00","30,907,210",,,
1940,036620,버추얼텍,"845","-23","-2.6","187,608","162,608,034","850","925","830","39,015,210,715","0.00","46,171,847",,,
1941,078350,한양디지텍,"3,900","-95","-2.4","101,094","388,681,090","3,995","3,995","3,710","39,000,000,000","0.00","10,000,000",,,
1942,064850,에프앤가이드,"3,545","45","1.3","4,250","14,727,500","3,500","3,545","3,400","38,995,000,000","0.00","11,000,000",,,
1943,018500,동원금속,"834","-15","-1.8","95,799","80,084,278","845","855","820","38,993,614,122","0.00","46,754,933",,,
1944,044180,KD,"99","0","0.0","0","0","0","0","0","38,784,885,480","0.00","391,766,520",,,
1945,002690,동일제강,"2,585","-95","-3.5","59,026","155,062,400","2,720","2,720","2,585","38,775,000,000","0.00","15,000,000",,,
1946,126640,화신정공,"1,065","-75","-6.6","185,916","202,104,885","1,135","1,145","1,055","38,738,189,655","0.00","36,373,887",,,
1947,082850,우리바이오,"862","-92","-9.6","236,519","211,044,660","963","963","854","38,719,210,836","0.00","44,917,878",,,
1948,205470,휴마시스,"1,380","-120","-8.0","490,297","693,729,275","1,485","1,500","1,355","38,697,972,420","0.00","28,042,009",,,
1949,086060,진바이오텍,"4,490","-170","-3.6","181,104","821,471,060","4,590","4,710","4,450","38,661,535,630","0.00","8,610,587",,,
1950,043100,솔고바이오,"239","-15","-5.9","1,988,240","488,919,858","253","257","237","38,652,462,615","0.00","161,725,785",,,
1951,145270,케이탑리츠,"857","-25","-2.8","365,014","316,776,479","888","888","857","38,647,997,879","0.00","45,096,847",,,
1952,027970,세하,"1,300","-50","-3.7","82,527","108,550,350","1,350","1,380","1,275","38,431,896,100","0.00","29,562,997",,,
1953,089530,에이티세미콘,"539","-8","-1.5","349,136","184,675,983","547","563","510","38,345,780,550","0.00","71,142,450",,,
1954,012620,원일특강,"8,700","-350","-3.9","31,649","275,258,510","9,050","9,050","8,480","38,280,000,000","0.00","4,400,000",,,
1955,128540,에코캡,"2,625","-155","-5.6","111,563","300,280,420","2,780","2,810","2,625","38,216,850,000","0.00","14,558,800",,,
1956,087600,픽셀플러스,"4,670","-350","-7.0","35,913","173,718,975","5,020","5,080","4,665","38,137,825,860","0.00","8,166,558",,,
1957,051390,YW,"3,350","-160","-4.6","38,342","130,670,135","3,490","3,530","3,340","38,040,482,800","0.00","11,355,368",,,
1958,150900,파수닷컴,"3,950","-320","-7.5","48,190","193,769,250","4,150","4,225","3,890","37,948,503,200","0.00","9,607,216",,,
1959,153490,우리이앤엘,"760","-45","-5.6","153,180","114,125,666","805","805","722","37,924,000,000","0.00","49,900,000",,,
1960,014910,성문전자,"1,945","-205","-9.5","348,490","699,549,315","2,110","2,135","1,945","37,901,936,865","0.00","19,486,857",,,
1961,053290,NE능률,"2,805","-110","-3.8","42,942","119,219,175","2,920","2,930","2,680","37,861,446,810","0.00","13,497,842",,,
1962,032080,아즈텍WB,"1,810","-100","-5.2","125,370","233,689,630","1,910","1,935","1,810","37,859,198,040","0.00","20,916,684",,,
1963,043910,자연과환경,"1,115","-55","-4.7","449,126","507,849,355","1,145","1,165","1,110","37,853,533,055","0.00","33,949,357",,,
1964,023810,인팩,"3,780","-10","-0.3","3,165","11,837,700","3,790","3,790","3,680","37,800,000,000","0.00","10,000,000",,,
1965,263600,덕우전자,"4,740","-360","-7.1","131,437","650,867,530","5,060","5,140","4,740","37,754,834,700","0.00","7,965,155",,,
1966,052460,아이크래프트,"2,580","-155","-5.7","119,756","308,951,100","2,740","2,740","2,525","37,688,474,880","0.00","14,607,936",,,
1967,012170,키위미디어그룹,"191","11","6.1","78,139,277","15,184,625,674","176","208","169","37,681,368,150","0.00","197,284,650",,,
1968,256940,케이피에스,"8,800","-750","-7.8","46,045","411,948,720","9,370","9,400","8,510","37,655,200,000","0.00","4,279,000",,,
1969,004100,태양금속,"1,025","-90","-8.1","218,940","231,551,400","1,105","1,115","1,025","37,617,500,000","0.00","36,700,000",,,
1970,000440,중앙에너비스,"6,040","-210","-3.4","24,874","148,826,890","6,240","6,240","5,760","37,611,865,200","0.00","6,227,130",,,
1971,123330,제닉,"5,370","-400","-6.9","27,093","148,315,830","5,760","5,760","5,370","37,590,000,000","0.00","7,000,000",,,
1972,033250,체시스,"1,565","-250","-13.8","849,948","1,392,186,510","1,760","1,775","1,565","37,560,000,000","0.00","24,000,000",,,
1973,094970,제이엠티,"2,240","-165","-6.9","94,226","214,202,910","2,355","2,420","2,240","37,516,057,600","0.00","16,748,240",,,
1974,131220,대한과학,"5,010","-130","-2.5","86,825","439,921,515","5,090","5,200","4,995","37,346,994,900","0.00","7,454,490",,,
1975,070590,한솔인티큐브,"2,690","-50","-1.8","23,294","60,808,235","2,620","2,720","2,570","37,335,911,490","0.00","13,879,521",,,
1976,057680,옴니텔,"1,105","-75","-6.4","299,160","332,916,530","1,140","1,150","1,080","37,236,997,200","0.00","33,698,640",,,
1977,049800,우진플라임,"3,720","-215","-5.5","18,906","71,327,710","3,935","3,950","3,690","37,200,000,000","0.00","10,000,000",,,
1978,038010,제일테크노스,"4,130","-50","-1.2","70,109","287,885,565","4,125","4,210","3,975","37,170,000,000","0.00","9,000,000",,,
1979,076080,웰크론한텍,"1,905","-125","-6.2","117,865","229,865,385","1,980","2,015","1,900","37,151,338,575","0.00","19,502,015",,,
1980,136660,큐엠씨,"3,920","-5","-0.1","580","2,030,620","3,700","3,920","3,500","37,019,696,000","0.00","9,443,800",,,
1981,053270,구영테크,"1,395","-140","-9.1","324,241","469,163,290","1,525","1,545","1,390","36,819,872,730","0.00","26,394,174",,,
1982,311840,대원모방,"23,100","0","0.0","0","0","0","0","0","36,804,768,000","0.00","1,593,280",,,
1983,203450,유니온커뮤니티,"2,505","-295","-10.5","134,826","353,780,260","2,755","2,800","2,505","36,770,912,535","0.00","14,679,007",,,
1984,002290,삼일기업공사,"2,950","-105","-3.4","52,246","155,670,380","3,075","3,100","2,940","36,580,000,000","0.00","12,400,000",,,
1985,021650,한국큐빅,"2,230","-130","-5.5","99,178","225,715,855","2,315","2,340","2,225","36,461,755,490","0.00","16,350,563",,,
1986,036640,HRS,"2,225","-185","-7.7","78,528","181,738,015","2,415","2,445","2,225","36,389,430,000","0.00","16,354,800",,,
1987,212560,네오오토,"4,615","-170","-3.6","64,123","297,459,045","4,655","4,880","4,450","36,342,954,245","0.00","7,874,963",,,
1988,066790,씨씨에스,"423","0","0.0","0","0","0","0","0","36,193,713,705","0.00","85,564,335",,,
1989,089150,케이씨티,"2,110","-125","-5.6","121,950","260,237,025","2,245","2,280","2,050","36,186,500,000","0.00","17,150,000",,,
1990,177350,베셀,"3,230","-200","-5.8","63,119","207,907,405","3,335","3,425","3,230","36,151,348,640","0.00","11,192,368",,,
1991,046310,백금T&A,"2,345","-200","-7.9","195,281","470,922,470","2,490","2,505","2,345","36,129,853,515","0.00","15,407,187",,,
1992,071090,하이스틸,"18,050","-1,350","-7.0","8,725","160,551,600","19,400","19,700","18,000","36,098,989,200","0.00","1,999,944",,,
1993,070300,한솔시큐어,"4,900","-170","-3.4","29,603","145,776,535","5,070","5,070","4,805","36,093,762,600","0.00","7,366,074",,,
1994,192390,윈하이텍,"3,515","-205","-5.5","106,557","379,336,565","3,720","3,720","3,505","36,074,747,290","0.00","10,263,086",,,
1995,172580,하이골드12호,"2,765","-15","-0.5","19,609","54,048,890","2,800","2,800","2,750","36,068,042,500","0.00","13,044,500",,,
1996,127120,디엔에이링크,"3,140","-280","-8.2","73,400","233,861,915","3,335","3,385","3,050","36,036,338,740","0.00","11,476,541",,,
1997,013810,스페코,"2,455","-200","-7.5","176,362","439,040,030","2,665","2,670","2,400","35,979,178,850","0.00","14,655,470",,,
1998,051780,큐로홀딩스,"565","-32","-5.4","403,144","229,811,575","573","597","561","35,830,160,345","0.00","63,416,213",,,
1999,115530,씨엔플러스,"839","0","0.0","0","0","0","0","0","35,809,930,359","0.00","42,681,681",,,
2000,139050,데일리블록체인,"797","-41","-4.9","385,175","310,647,546","822","840","795","35,775,147,017","0.00","44,887,261",,,
