순위,종목코드,종목명,현재가,대비,등락률,거래량,거래대금,시가,고가,저가,시가총액,시가총액비중(%),상장주식수,외국인 보유주식수,외국인 지분율(%),총카운트
1506,203400,에이비온,"5,450","-470","-7.9","2,484","13,699,130","5,800","6,120","5,400","67,563,519,200","0.00","12,396,976",,,
1507,303360,프로테옴텍,"15,500","0","0.0","0","0","0","0","0","67,520,356,000","0.00","4,356,152",,,
1508,056730,포스링크,"1,460","0","0.0","0","0","0","0","0","67,399,247,280","0.00","46,163,868",,,
1509,043340,에쎈테크,"935","-80","-7.9","479,241","459,204,937","991","1,015","934","67,320,000,000","0.00","72,000,000",,,
1510,044960,이글벳,"5,320","-480","-8.3","372,994","2,034,085,920","5,700","5,740","5,310","67,254,817,560","0.00","12,641,883",,,
1511,026150,특수건설,"4,485","-270","-5.7","208,629","949,010,625","4,710","4,780","4,465","67,251,740,790","0.00","14,994,814",,,
1512,002140,고려산업,"2,695","-255","-8.6","1,045,622","2,888,922,225","2,915","2,945","2,690","67,211,750,375","0.00","24,939,425",,,
1513,290550,디케이티,"8,160","-710","-8.0","43,612","363,991,430","8,870","8,870","8,120","67,167,677,280","0.00","8,231,333",,,
1514,035480,제이테크놀로지,"1,475","0","0.0","0","0","0","0","0","67,155,378,250","0.00","45,529,070",,,
1515,049550,잉크테크,"4,190","-110","-2.6","146,599","610,250,400","4,340","4,340","4,080","67,123,515,080","0.00","16,019,932",,,
1516,058220,아리온,"740","-1","-0.1","467,272","334,106,993","741","742","700","67,024,063,660","0.00","90,573,059",,,
1517,019180,티에이치엔,"3,720","-150","-3.9","196,787","750,553,225","3,860","3,950","3,720","66,960,000,000","0.00","18,000,000",,,
1518,066130,하츠,"5,230","-380","-6.8","188,261","1,005,639,990","5,550","5,600","5,200","66,944,000,000","0.00","12,800,000",,,
1519,066900,디에이피,"2,940","-110","-3.6","45,271","134,133,885","3,000","3,045","2,905","66,868,838,820","0.00","22,744,503",,,
1520,094840,슈프리마에이치큐,"6,380","-240","-3.6","53,432","343,818,880","6,590","6,630","6,310","66,810,339,200","0.00","10,471,840",,,
1521,094360,칩스앤미디어,"9,000","-300","-3.2","127,910","1,168,939,300","9,210","9,440","9,000","66,740,643,000","0.00","7,415,627",,,
1522,057540,옴니시스템,"1,640","-135","-7.6","433,652","736,755,320","1,775","1,790","1,640","66,713,584,600","0.00","40,679,015",,,
1523,049430,코메론,"7,370","-160","-2.1","15,538","114,978,120","7,490","7,490","7,350","66,683,760,000","0.00","9,048,000",,,
1524,148140,비디아이,"8,410","-420","-4.8","25,673","214,626,950","8,530","8,700","8,150","66,613,507,500","0.00","7,920,750",,,
1525,900280,골든센츄리,"712","-58","-7.5","619,853","456,125,399","778","779","701","66,500,800,000","0.00","93,400,000",,,
1526,094940,푸른기술,"10,100","-750","-6.9","122,474","1,267,434,250","10,850","10,950","10,050","66,399,440,200","0.00","6,574,202",,,
1527,050860,아세아텍,"3,785","-280","-6.9","532,455","1,998,514,000","4,040","4,060","3,730","66,237,500,000","0.00","17,500,000",,,
1528,026940,부국철강,"3,310","-160","-4.6","115,464","386,284,945","3,470","3,500","3,250","66,200,000,000","0.00","20,000,000",,,
1529,114810,아이원스,"4,925","-585","-10.6","189,944","955,346,785","5,510","5,550","4,925","66,073,401,075","0.00","13,415,919",,,
1530,900340,윙입푸드,"1,635","-80","-4.7","371,647","613,324,545","1,705","1,735","1,605","66,068,870,325","0.00","40,409,095",,,
1531,053590,한국테크놀로지,"925","46","5.2","1,431,027","1,287,434,684","879","931","870","65,846,171,250","0.00","71,185,050",,,
1532,053660,현진소재,"2,500","-55","-2.2","122,881","300,844,880","2,495","2,590","2,400","65,833,697,500","0.00","26,333,479",,,
1533,040610,SG&G,"1,930","-185","-8.8","353,602","704,460,740","2,085","2,110","1,910","65,788,288,280","0.00","34,087,196",,,
1534,008260,NI스틸,"2,300","-95","-4.0","80,847","186,772,360","2,400","2,400","2,255","65,780,269,100","0.00","28,600,117",,,
1535,129260,인터지스,"2,210","-100","-4.3","43,993","97,746,135","2,270","2,310","2,190","65,742,801,540","0.00","29,747,874",,,
1536,036010,아비코전자,"4,945","-515","-9.4","297,815","1,508,713,365","5,400","5,460","4,945","65,733,558,630","0.00","13,292,934",,,
1537,006740,영풍제지,"2,955","-165","-5.3","96,146","286,893,755","3,025","3,090","2,930","65,601,000,000","0.00","22,200,000",,,
1538,078935,GS우,"36,750","-300","-0.8","4,549","167,046,250","37,200","37,200","36,600","65,592,355,500","0.00","1,784,826",,,
1539,083550,케이엠,"6,460","-300","-4.4","82,615","541,875,390","6,680","6,750","6,460","65,518,418,200","0.00","10,142,170",,,
1540,115310,인포바인,"20,500","-100","-0.5","654","13,300,150","20,600","20,600","20,150","65,454,101,500","0.00","3,192,883",,,
1541,005750,대림B&Co,"3,915","-235","-5.7","17,696","70,804,550","4,160","4,165","3,915","65,271,819,600","0.00","16,672,240",,,
1542,068330,일신바이오,"1,475","-110","-6.9","395,144","598,004,690","1,545","1,585","1,475","65,218,806,500","0.00","44,216,140",,,
1543,900040,차이나그레이트,"518","0","0.0","0","0","0","0","0","65,198,876,526","0.00","125,866,557",,,
1544,069640,한세엠케이,"5,050","165","3.4","1,628,745","8,875,704,725","4,870","5,860","4,770","65,192,076,100","0.00","12,909,322",,,
1545,032850,비트컴퓨터,"3,920","-385","-8.9","154,416","628,430,125","4,325","4,325","3,920","65,163,308,560","0.00","16,623,293",,,
1546,060370,KT서브마린,"2,975","-140","-4.5","227,718","691,539,520","3,120","3,150","2,975","65,152,500,000","0.00","21,900,000",,,
1547,033310,디케이디앤아이,"2,965","100","3.5","187,999","519,098,670","2,865","2,985","2,670","65,148,198,615","0.00","21,972,411",,,
1548,014570,고려제약,"5,920","-300","-4.8","82,978","495,487,210","6,180","6,220","5,890","65,120,000,000","0.00","11,000,000",,,
1549,155660,DSR,"4,070","-305","-7.0","84,531","350,640,035","4,300","4,370","4,040","65,120,000,000","0.00","16,000,000",,,
1550,150840,인트로메딕,"2,970","-150","-4.8","376,710","1,130,520,550","3,110","3,120","2,940","65,054,220,660","0.00","21,903,778",,,
1551,206400,엔터메이트,"780","9","1.2","2,342,607","1,960,020,743","751","940","751","64,985,399,700","0.00","83,314,615",,,
1552,000910,유니온,"4,155","-110","-2.6","700,525","3,006,837,200","4,215","4,600","4,150","64,866,276,945","0.00","15,611,619",,,
1553,004090,한국석유,"99,000","-2,000","-2.0","7,537","739,328,900","99,200","100,500","97,000","64,864,800,000","0.00","655,200",,,
1554,063440,SM Life Design,"1,440","-100","-6.5","708,438","1,041,835,165","1,525","1,560","1,430","64,841,981,760","0.00","45,029,154",,,
1555,006090,사조오양,"6,880","-330","-4.6","43,303","300,897,500","7,110","7,150","6,800","64,828,444,320","0.00","9,422,739",,,
1556,006805,미래에셋대우우,"4,600","-115","-2.4","7,912","36,671,015","4,780","4,780","4,520","64,748,450,000","0.00","14,075,750",,,
1557,006890,태경화학,"5,580","-460","-7.6","4,490,714","28,047,694,700","6,020","6,870","5,550","64,728,000,000","0.00","11,600,000",,,
1558,004590,한국가구,"4,305","-200","-4.4","11,565","49,317,125","4,505","4,505","4,110","64,575,000,000","0.00","15,000,000",,,
1559,005670,푸드웰,"6,450","-410","-6.0","61,924","401,180,610","6,730","6,750","6,310","64,500,000,000","0.00","10,000,000",,,
1560,031310,아이즈비전,"4,085","-405","-9.0","162,830","685,774,025","4,425","4,445","4,085","64,430,964,790","0.00","15,772,574",,,
1561,036170,씨티젠,"1,990","-230","-10.4","287,639","590,187,425","2,210","2,220","1,965","64,398,789,990","0.00","32,361,201",,,
1562,001020,페이퍼코리아,"716","-33","-4.4","90,315","65,385,943","753","754","715","64,384,522,172","0.00","89,922,517",,,
1563,036090,위지트,"882","-93","-9.5","1,576,616","1,429,665,828","965","974","881","64,164,894,066","0.00","72,749,313",,,
1564,109070,컨버즈,"3,260","0","0.0","0","0","0","0","0","64,135,652,380","0.00","19,673,513",,,
1565,123570,이엠넷,"2,870","-195","-6.4","195,921","566,569,975","3,025","3,055","2,825","63,932,343,860","0.00","22,276,078",,,
1566,002820,선창산업,"5,070","-30","-0.6","6,889","33,732,405","5,100","5,120","4,840","63,922,504,230","0.00","12,607,989",,,
1567,006880,신송홀딩스,"5,390","100","1.9","508,419","2,804,041,920","5,500","5,820","5,300","63,757,544,620","0.00","11,828,858",,,
1568,065450,빅텍,"2,600","-180","-6.5","1,832,440","4,876,017,780","2,745","2,770","2,600","63,700,000,000","0.00","24,500,000",,,
1569,052190,이에스에이,"2,215","-55","-2.4","140,973","309,835,235","2,300","2,340","2,140","63,576,340,955","0.00","28,702,637",,,
1570,000220,유유제약,"9,970","-680","-6.4","85,465","876,125,060","10,650","11,200","9,970","63,494,812,390","0.00","6,368,587",,,
1571,005860,한일사료,"1,610","-110","-6.4","477,177","786,233,670","1,710","1,710","1,610","63,439,932,850","0.00","39,403,685",,,
1572,012790,신일제약,"8,020","-670","-7.7","57,587","469,562,750","8,470","8,680","7,880","63,358,000,000","0.00","7,900,000",,,
1573,038070,서린바이오,"8,430","-570","-6.3","68,592","586,380,870","8,900","8,950","8,420","63,230,698,680","0.00","7,500,676",,,
1574,058630,엠게임,"3,230","-205","-6.0","379,675","1,268,143,535","3,380","3,480","3,230","63,126,722,710","0.00","19,543,877",,,
1575,189980,흥국에프엔비,"8,580","-340","-3.8","62,526","544,423,560","8,920","9,020","8,400","62,988,276,780","0.00","7,341,291",,,
1576,182360,큐브엔터,"2,370","-60","-2.5","462,063","1,109,325,110","2,395","2,490","2,340","62,979,827,790","0.00","26,573,767",,,
1577,066310,큐에스아이,"7,600","-1,370","-15.3","306,928","2,493,459,850","9,130","9,130","7,590","62,914,548,000","0.00","8,278,230",,,
1578,024120,KB오토시스,"5,470","-280","-4.9","11,156","61,731,160","5,580","5,690","5,470","62,905,000,000","0.00","11,500,000",,,
1579,044480,바이오제네틱스,"5,120","-430","-7.8","59,665","314,668,230","5,740","5,740","5,120","62,901,693,440","0.00","12,285,487",,,
1580,008870,금비,"62,900","-1,400","-2.2","1,808","114,020,700","64,400","64,400","62,600","62,900,000,000","0.00","1,000,000",,,
1581,225650,쿠첸,"5,880","-250","-4.1","44,531","269,308,210","6,000","6,230","5,880","62,835,308,760","0.00","10,686,277",,,
1582,033430,디에스티,"1,120","-80","-6.7","952,124","1,099,998,195","1,200","1,225","1,105","62,725,628,000","0.00","56,005,025",,,
1583,039610,화성밸브,"6,020","-510","-7.8","110,784","695,354,080","6,430","6,620","6,020","62,670,608,000","0.00","10,410,400",,,
1584,305090,마이크로디지탈,"17,250","-1,900","-9.9","167,311","3,007,834,700","19,200","19,450","17,250","62,631,300,000","0.00","3,630,800",,,
1585,032940,원익,"3,490","-220","-5.9","99,245","351,563,500","3,690","3,725","3,490","62,591,167,680","0.00","17,934,432",,,
1586,093520,매커스,"3,865","-270","-6.5","191,096","751,187,385","4,110","4,150","3,865","62,470,350,580","0.00","16,163,092",,,
1587,066410,버킷스튜디오,"2,660","190","7.7","253,490","656,373,415","2,470","2,715","2,470","62,369,501,460","0.00","23,447,181",,,
1588,039020,이건홀딩스,"2,760","-70","-2.5","14,459","40,384,930","2,800","2,855","2,750","62,333,796,840","0.00","22,584,709",,,
1589,037270,YG PLUS,"1,070","-30","-2.7","55,904","59,828,100","1,095","1,100","1,050","62,242,653,280","0.00","58,170,704",,,
1590,050760,에스폴리텍,"3,810","-250","-6.2","266,149","1,025,229,260","3,980","4,055","3,740","62,235,123,180","0.00","16,334,678",,,
1591,038530,골드퍼시픽,"1,880","-55","-2.8","209,792","392,748,450","1,900","1,935","1,815","62,230,690,280","0.00","33,101,431",,,
1592,191600,티케이씨,"23,900","-700","-2.8","1","23,900","23,900","23,900","23,900","62,140,000,000","0.00","2,600,000",,,
1593,040160,누리텔레콤,"5,150","-280","-5.2","49,300","256,926,760","5,320","5,420","5,140","62,086,005,250","0.00","12,055,535",,,
1594,123410,코리아에프티,"2,230","-200","-8.2","543,863","1,251,409,405","2,385","2,430","2,230","62,085,572,720","0.00","27,841,064",,,
1595,033200,모아텍,"4,315","-155","-3.5","4,879","21,159,640","4,360","4,465","4,310","61,839,063,275","0.00","14,331,185",,,
1596,101240,씨큐브,"7,680","-270","-3.4","33,507","257,348,360","7,820","7,850","7,600","61,827,386,880","0.00","8,050,441",,,
1597,011090,에넥스,"1,030","-85","-7.6","370,938","389,767,035","1,105","1,120","1,010","61,791,390,230","0.00","59,991,641",,,
1598,073010,케이에스피,"1,705","-180","-9.6","26,479","46,794,205","1,885","1,885","1,705","61,707,798,185","0.00","36,192,257",,,
1599,114120,크루셜텍,"937","-60","-6.0","1,017,769","974,446,538","1,000","1,005","937","61,624,514,804","0.00","65,767,892",,,
1600,046970,우리로,"2,485","-85","-3.3","493,343","1,197,894,455","2,510","2,565","2,370","61,605,930,715","0.00","24,791,119",,,
1601,138610,나이벡,"6,220","-480","-7.2","78,027","499,970,650","6,640","6,700","6,220","61,596,529,380","0.00","9,902,979",,,
1602,114450,KPX생명과학,"4,105","-65","-1.6","2,044,011","8,895,022,300","4,265","4,585","4,105","61,575,000,000","0.00","15,000,000",,,
1603,006370,대구백화점,"5,680","-180","-3.1","15,059","86,430,410","5,860","5,890","5,630","61,466,750,480","0.00","10,821,611",,,
1604,017480,삼현철강,"3,895","-185","-4.5","103,070","402,949,300","4,025","4,080","3,860","61,162,756,550","0.00","15,702,890",,,
1605,004830,덕성,"3,895","140","3.7","2,288,586","8,831,508,835","3,725","3,990","3,650","61,073,600,000","0.00","15,680,000",,,
1606,013360,일성건설,"1,130","-105","-8.5","277,126","321,885,105","1,220","1,225","1,120","61,048,114,400","0.00","54,024,880",,,
1607,117730,티로보틱스,"11,300","650","6.1","653,365","7,587,326,650","10,900","12,250","10,900","61,013,886,700","0.00","5,399,459",,,
1608,006570,대림통상,"4,000","-115","-2.8","14,493","60,924,745","4,400","4,500","3,995","60,900,000,000","0.00","15,225,000",,,
1609,017650,대림제지,"1,350","-55","-3.9","329,512","446,055,095","1,405","1,415","1,340","60,750,000,000","0.00","45,000,000",,,
1610,004410,서울식품,"180","-7","-3.7","5,465,004","984,752,339","187","189","174","60,733,800,000","0.00","337,410,000",,,
1611,053110,소리바다,"972","-48","-4.7","1,302,793","1,305,205,598","1,025","1,070","972","60,628,738,140","0.00","62,375,245",,,
1612,048430,유라테크,"5,260","-250","-4.5","32,792","176,482,940","5,460","5,530","5,260","60,595,200,000","0.00","11,520,000",,,
1613,011500,한농화성,"3,865","-255","-6.2","43,045","168,388,705","4,110","4,110","3,840","60,437,167,330","0.00","15,637,042",,,
1614,072770,네오디안테크놀로지,"1,680","-10","-0.6","169,421","282,583,190","1,690","1,720","1,645","60,408,630,240","0.00","35,957,518",,,
1615,060480,국일신동,"5,440","-230","-4.1","295,733","1,631,685,260","5,600","5,730","5,440","60,329,600,000","0.00","11,090,000",,,
1616,001560,제일연마,"6,020","-460","-7.1","35,394","217,502,110","6,450","6,520","6,010","60,200,000,000","0.00","10,000,000",,,
1617,050120,라이브플렉스,"705","-70","-9.0","1,190,171","867,941,291","767","783","703","60,150,526,680","0.00","85,319,896",,,
1618,012280,영화금속,"1,320","-85","-6.0","533,517","720,869,845","1,400","1,420","1,320","59,995,327,920","0.00","45,451,006",,,
1619,051630,진양화학,"4,995","-345","-6.5","249,693","1,270,428,550","5,350","5,350","4,895","59,940,000,000","0.00","12,000,000",,,
1620,066110,한프,"1,135","-120","-9.6","392,163","458,073,015","1,275","1,275","1,120","59,927,546,000","0.00","52,799,600",,,
1621,045890,GV,"2,075","-215","-9.4","1,776,264","3,892,308,930","2,260","2,375","2,075","59,855,692,775","0.00","28,846,117",,,
1622,053260,금강철강,"3,195","-110","-3.3","51,064","161,167,975","3,325","3,325","3,050","59,810,400,000","0.00","18,720,000",,,
1623,023440,제일제강,"2,025","-65","-3.1","580,234","1,184,183,325","2,085","2,125","2,005","59,722,095,825","0.00","29,492,393",,,
1624,072990,에이치시티,"8,690","-130","-1.5","34,399","297,669,870","8,820","8,850","8,500","59,697,267,190","0.00","6,869,651",,,
1625,069730,DSR제강,"4,145","-305","-6.8","166,429","694,414,675","4,345","4,500","3,915","59,688,000,000","0.00","14,400,000",,,
1626,046390,삼화네트웍스,"1,385","-115","-7.7","554,204","785,400,525","1,500","1,515","1,380","59,621,387,205","0.00","43,047,933",,,
1627,042940,상지카일룸,"1,435","-90","-5.9","149,509","218,494,270","1,525","1,525","1,425","59,515,517,180","0.00","41,474,228",,,
1628,241520,DSC인베스트먼트,"3,300","-220","-6.2","142,462","481,421,560","3,520","3,590","3,275","59,463,963,900","0.00","18,019,383",,,
1629,054180,중앙오션,"2,200","-220","-9.1","180,901","410,715,905","2,420","2,420","2,200","59,331,199,400","0.00","26,968,727",,,
1630,033560,블루콤,"3,275","-5","-0.2","140,048","450,133,580","3,310","3,400","3,155","59,238,353,925","0.00","18,088,047",,,
1631,071280,로체시스템즈,"3,850","-355","-8.4","212,068","831,948,890","4,205","4,205","3,770","58,891,921,550","0.00","15,296,603",,,
1632,214310,세미콘라이트,"883","-87","-9.0","719,553","665,643,146","952","989","883","58,887,453,664","0.00","66,690,208",,,
1633,234100,세원,"2,630","-175","-6.2","349,451","927,497,155","2,805","2,805","2,605","58,867,250,550","0.00","22,382,985",,,
1634,092780,동양피스톤,"4,465","-260","-5.5","105,436","471,405,405","4,700","4,740","4,405","58,797,173,900","0.00","13,168,460",,,
1635,039230,에이아이비트,"721","-58","-7.4","431,268","317,671,507","777","777","721","58,694,589,037","0.00","81,407,197",,,
1636,246720,아스타,"5,100","-490","-8.8","37,852","195,973,240","5,650","5,650","5,000","58,560,867,300","0.00","11,482,523",,,
