종목코드,종목명,현재가,대비,등락률(%),매도호가,매수호가,거래량(주),거래대금(원),시가,고가,저가,액면가,통화구분,상장주식수(주),상장시가총액(원),총카운트
950110,SBI핀테크솔루션즈,"10,350","-200","1.90","10,350","10,300","16,067","167,070,250","10,300","10,500","10,200","0",일본엔(JPY),"24,656,540","255,195,189,000",
034120,SBS,"16,250","-200","1.22","16,300","16,250","43,119","703,746,100","16,550","16,550","16,150","5,000",원(KRW),"18,252,582","296,604,457,500",
101060,SBS미디어홀딩스,"2,120","-30","1.40","2,125","2,120","29,665","64,018,785","2,180","2,210","2,110","500",원(KRW),"139,896,190","296,579,922,800",
046140,SBS콘텐츠허브,"5,100","30","0.59","5,180","5,100","25,471","129,416,540","5,050","5,210","4,960","500",원(KRW),"21,463,555","109,464,130,500",
036120,SCI평가정보,"2,300","-15","0.65","2,305","2,300","482,024","1,102,149,015","2,300","2,320","2,255","500",원(KRW),"35,500,000","81,650,000,000",
099220,SDN,"1,240","25","2.06","1,245","1,240","252,099","310,372,505","1,215","1,250","1,205","500",원(KRW),"42,415,467","52,595,179,080",
036540,SFA반도체,"2,505","20","0.80","2,510","2,505","1,180,531","2,958,327,895","2,485","2,540","2,465","500",원(KRW),"142,292,274","356,442,146,370",
255220,SG,"3,155","55","1.77","3,155","3,150","35,910","112,370,685","3,105","3,180","3,095","100",원(KRW),"12,506,024","39,456,505,720",
040610,SG&G,"1,845","10","0.54","1,845","1,840","90,160","165,910,255","1,815","1,865","1,810","500",원(KRW),"34,087,196","62,890,876,620",
049470,SGA,"753","-1","0.13","753","752","37,943","28,426,257","754","768","731","1,000",원(KRW),"48,362,249","36,416,773,497",
184230,SGA솔루션즈,"1,190","-15","1.24","1,200","1,190","271,892","318,357,420","1,150","1,240","1,145","100",원(KRW),"36,676,033","43,644,479,270",
224880,SGA임베디드,"2,990","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"4,918,165","14,705,313,350",
004060,SG세계물산,"980","-3","0.31","981","980","1,239,008","1,213,098,484","983","990","970","500",원(KRW),"202,424,960","198,376,460,800",
001380,SG충방,"1,790","25","1.42","1,790","1,785","145,307","256,217,100","1,745","1,790","1,725","500",원(KRW),"44,964,143","80,485,815,970",
002360,SH에너지화학,"1,035","25","2.48","1,035","1,030","1,288,976","1,333,624,435","1,010","1,050","1,010","500",원(KRW),"111,133,730","115,023,410,550",
009160,SIMPAC,"2,670","15","0.56","2,670","2,665","65,725","175,260,715","2,620","2,705","2,615","500",원(KRW),"65,429,516","174,696,807,720",
123700,SJM,"2,935","5","0.17","2,935","2,930","4,191","12,362,685","2,950","3,010","2,925","500",원(KRW),"15,604,898","45,800,375,630",
025530,SJM홀딩스,"3,000","0","0.00","3,000","2,990","1,873","5,595,860","3,005","3,005","2,955","500",원(KRW),"14,934,008","44,802,024,000",
034730,SK,"197,500","-4,000","1.99","198,000","197,500","177,127","34,864,460,500","201,500","203,000","197,000","200",원(KRW),"70,360,297","13,896,158,657,500",
232330,SK3호스팩,"2,060","0","0.00","2,065","2,060","2,853","5,877,780","2,060","2,065","2,060","100",원(KRW),"3,600,000","7,416,000,000",
307070,SK4호스팩,"2,075","-5","0.24","2,090","2,075","1,946","4,039,090","2,105","2,105","2,075","100",원(KRW),"5,160,000","10,707,000,000",
011790,SKC,"41,000","-1,850","4.32","41,050","41,000","329,159","13,604,145,450","42,800","42,800","40,900","5,000",원(KRW),"37,534,555","1,538,916,755,000",
057500,SKC 솔믹스,"3,570","-40","1.11","3,570","3,565","540,091","1,928,801,660","3,610","3,640","3,520","500",원(KRW),"61,494,040","219,533,722,800",
178920,SKC코오롱PI,"31,000","-1,250","3.88","31,050","31,000","437,107","13,668,655,400","32,000","32,450","30,650","500",원(KRW),"29,366,322","910,355,982,000",
018670,SK가스,"73,500","-1,100","1.47","73,900","73,500","4,639","343,559,700","74,000","74,900","73,500","5,000",원(KRW),"9,141,781","671,920,903,500",
001740,SK네트웍스,"5,130","-10","0.19","5,140","5,130","526,907","2,708,991,840","5,170","5,190","5,060","2,500",원(KRW),"248,187,647","1,273,202,629,110",
001745,SK네트웍스우,"90,900","-1,600","1.73","91,200","90,900","2,259","206,090,900","92,700","93,100","90,100","2,500",원(KRW),"113,648","10,330,603,200",
006120,SK디스커버리,"22,250","0","0.00","22,250","22,200","20,209","447,252,050","22,150","22,350","21,750","5,000",원(KRW),"19,037,855","423,592,273,750",
006125,SK디스커버리우,"14,250","-100","0.70","14,400","14,250","3,585","51,047,550","14,700","14,700","14,050","5,000",원(KRW),"1,358,455","19,357,983,750",
210980,SK디앤디,"23,850","-850","3.44","23,850","23,700","37,730","893,232,600","24,750","24,750","23,000","1,000",원(KRW),"18,990,164","452,915,411,400",
036490,SK머티리얼즈,"181,800","3,800","2.13","181,800","181,700","72,520","13,183,573,000","179,500","183,800","179,500","500",원(KRW),"10,547,673","1,917,566,951,400",
052260,SK바이오랜드,"12,800","150","1.19","12,850","12,800","96,836","1,255,244,400","12,900","13,200","12,700","500",원(KRW),"15,000,000","192,000,000,000",
03473K,SK우,"129,000","-2,000","1.53","130,000","129,000","836","108,335,500","129,000","130,500","128,500","200",원(KRW),"566,135","73,031,415,000",
096770,SK이노베이션,"158,000","-1,500","0.94","158,500","158,000","160,489","25,619,094,500","160,000","162,500","158,000","5,000",원(KRW),"92,465,564","14,609,559,112,000",
096775,SK이노베이션우,"113,000","-2,000","1.74","113,500","113,000","5,202","589,299,000","116,000","116,000","112,500","5,000",원(KRW),"1,248,426","141,072,138,000",
001510,SK증권,"614","4","0.66","615","614","565,048","345,306,811","611","615","606","500",원(KRW),"472,590,171","290,170,364,994",
001515,SK증권우,"2,595","-20","0.76","2,600","2,590","11,827","30,421,670","2,600","2,605","2,520","500",원(KRW),"3,912,514","10,152,973,830",
285130,SK케미칼,"42,150","-450","1.06","42,300","42,150","42,479","1,794,417,200","42,300","42,650","41,950","5,000",원(KRW),"11,741,396","494,899,841,400",
28513K,SK케미칼우,"20,100","100","0.50","20,100","20,000","4,683","93,339,950","20,150","20,150","19,700","5,000",원(KRW),"1,458,670","29,319,267,000",
017670,SK텔레콤,"241,000","-1,000","0.41","241,500","241,000","104,285","25,188,448,000","242,000","244,000","240,500","500",원(KRW),"80,745,711","19,459,716,351,000",
000660,SK하이닉스,"74,500","1,200","1.64","74,600","74,500","1,254,926","93,432,443,400","73,700","75,000","73,500","5,000",원(KRW),"728,002,365","54,236,176,192,500",
048550,SM C&C,"1,165","10","0.87","1,165","1,160","65,680","75,525,080","1,130","1,170","1,125","500",원(KRW),"94,061,026","109,581,095,290",
063440,SM Life Design,"1,340","-20","1.47","1,350","1,340","101,461","135,808,705","1,335","1,360","1,305","500",원(KRW),"45,029,154","60,339,066,360",
950180,SNK,"16,550","100","0.61","16,600","16,550","28,258","464,248,250","16,250","16,650","16,000","0",일본엔(JPY),"21,061,800","348,572,790,000",
005610,SPC삼립,"88,000","1,100","1.27","88,100","88,000","10,284","894,147,200","85,500","88,600","85,100","5,000",원(KRW),"8,629,009","759,352,792,000",
011810,STX,"8,790","80","0.92","8,790","8,710","29,669","258,508,790","8,650","9,020","8,560","2,500",원(KRW),"19,726,902","173,399,468,580",
077970,STX엔진,"6,720","240","3.70","6,720","6,710","11,267","74,154,730","6,310","6,720","6,310","2,500",원(KRW),"23,008,904","154,619,834,880",
071970,STX중공업,"2,485","-45","1.78","2,510","2,485","91,417","228,186,750","2,530","2,550","2,430","2,500",원(KRW),"28,081,731","69,783,101,535",
289080,SV인베스트먼트,"1,730","15","0.87","1,730","1,720","290,803","498,897,455","1,715","1,740","1,680","500",원(KRW),"53,234,000","92,094,820,000",
084870,TBH글로벌,"3,400","45","1.34","3,400","3,395","978,474","3,298,732,285","3,310","3,435","3,300","500",원(KRW),"20,856,819","70,913,184,600",
002710,TCC스틸,"2,350","40","1.73","2,350","2,340","6,674","15,627,990","2,365","2,365","2,330","1,000",원(KRW),"22,342,500","52,504,875,000",
089230,THE E&M,"949","14","1.50","950","949","915,214","857,852,332","915","963","860","100",원(KRW),"105,296,807","99,926,669,843",
161570,THE MIDONG,"2,415","115","5.00","2,430","2,415","233,671","579,352,515","2,255","2,675","2,255","500",원(KRW),"13,791,786","33,307,163,190",
032540,TJ미디어,"3,260","160","5.16","3,260","3,255","13,439","43,017,010","3,200","3,260","3,115","500",원(KRW),"13,931,609","45,417,045,340",
048770,TPC,"6,320","580","10.10","6,320","6,310","2,518,910","15,906,212,130","5,700","6,760","5,540","500",원(KRW),"12,900,000","81,528,000,000",
246690,TS인베스트먼트,"1,685","20","1.20","1,690","1,685","51,954","85,472,715","1,635","1,695","1,600","500",원(KRW),"22,421,004","37,779,391,740",
284610,TS트릴리온,"5,670","-20","0.35","5,660","5,600","651","3,686,950","5,690","5,690","5,650","100",원(KRW),"37,657,000","213,515,190,000",
038340,UCI,"4,075","25","0.62","4,080","4,075","490,445","2,004,966,675","4,080","4,285","3,965","500",원(KRW),"33,091,055","134,846,049,125",
073570,WI,"7,430","30","0.41","7,430","7,420","40,401","295,119,440","7,250","7,440","7,100","500",원(KRW),"14,241,730","105,816,053,900",
024070,WISCOM,"2,635","35","1.35","2,635","2,620","695","1,818,125","2,640","2,660","2,560","500",원(KRW),"15,326,438","40,385,164,130",
052300,W홀딩컴퍼니,"352","-4","1.12","352","350","240,243","84,395,400","353","359","347","100",원(KRW),"132,305,696","46,571,604,992",
037270,YG PLUS,"1,040","40","4.00","1,040","1,035","180,783","192,157,260","995","1,050","992","500",원(KRW),"58,170,704","60,497,532,160",
040300,YTN,"1,895","-5","0.26","1,900","1,895","12,795","24,172,475","1,900","1,935","1,870","1,000",원(KRW),"42,000,000","79,590,000,000",
051390,YW,"3,530","60","1.73","3,530","3,515","15,722","55,216,430","3,440","3,565","3,440","500",원(KRW),"11,355,368","40,084,449,040",
052220,iMBC,"2,230","35","1.59","2,230","2,215","49,048","108,241,235","2,220","2,255","2,140","500",원(KRW),"23,000,000","51,290,000,000",
079940,가비아,"7,870","50","0.64","7,870","7,840","16,015","125,695,860","7,890","7,890","7,750","500",원(KRW),"13,535,684","106,525,833,080",
078890,가온미디어,"9,600","0","0.00","9,630","9,600","178,599","1,725,445,910","9,560","9,850","9,470","500",원(KRW),"14,784,585","141,932,016,000",
000500,가온전선,"17,000","150","0.89","17,000","16,800","1,174","19,922,300","16,600","17,300","16,600","5,000",원(KRW),"4,160,347","70,725,899,000",
192410,감마누,"408","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"24,435,800","9,969,806,400",
000860,강남제비스코,"22,350","-300","1.32","22,350","22,200","8,969","200,520,700","22,650","22,850","22,100","1,000",원(KRW),"6,500,000","145,275,000,000",
217730,강스템바이오텍,"12,400","350","2.90","12,400","12,350","277,213","3,361,604,750","11,700","12,500","11,500","500",원(KRW),"20,844,437","258,471,018,800",
035250,강원랜드,"29,850","100","0.34","29,850","29,800","166,580","4,986,591,350","29,450","30,350","29,400","500",원(KRW),"213,940,500","6,386,123,925,000",
011420,갤럭시아에스엠,"2,855","-265","8.49","2,855","2,850","4,268,861","13,322,212,345","3,215","3,535","2,700","500",원(KRW),"27,549,644","78,654,233,620",
094480,갤럭시아컴즈,"2,905","95","3.38","2,910","2,905","41,335","118,349,935","2,765","2,910","2,765","500",원(KRW),"39,229,838","113,962,679,390",
063080,게임빌,"30,050","250","0.84","30,050","30,000","35,674","1,063,148,850","29,700","30,150","29,050","500",원(KRW),"6,595,192","198,185,519,600",
039240,경남스틸,"1,645","25","1.54","1,645","1,640","21,672","35,397,240","1,620","1,650","1,600","100",원(KRW),"25,000,000","41,125,000,000",
053950,경남제약,"17,200","0","0.00","0","0","0","0","0","0","0","500",원(KRW),"16,829,751","289,471,717,200",
002100,경농,"13,450","400","3.07","13,500","13,450","273,781","3,700,613,600","13,550","13,900","13,200","500",원(KRW),"21,691,750","291,754,037,500",
009450,경동나비엔,"37,250","850","2.34","37,300","37,250","83,869","3,115,887,300","36,300","37,750","35,850","1,000",원(KRW),"12,739,510","474,546,747,500",
267290,경동도시가스,"26,450","50","0.19","26,450","26,350","3,826","100,213,550","26,050","26,450","25,900","2,500",원(KRW),"4,717,063","124,766,316,350",
012320,경동인베스트,"33,350","1,000","3.09","33,350","33,300","4,079","135,106,100","32,500","33,550","32,500","5,000",원(KRW),"2,365,023","78,873,517,050",
011040,경동제약,"7,920","20","0.25","7,940","7,920","3,750","29,682,620","7,860","8,000","7,830","500",원(KRW),"26,550,000","210,276,000,000",
000050,경방,"10,050","50","0.50","10,050","9,970","3,805","37,929,250","9,990","10,050","9,950","500",원(KRW),"27,415,270","275,523,463,500",
214390,경보제약,"8,040","90","1.13","8,040","8,000","12,243","97,855,680","7,870","8,080","7,870","500",원(KRW),"23,906,860","192,211,154,400",
012610,경인양행,"9,430","30","0.32","9,430","9,420","3,925,741","36,632,627,530","9,180","9,510","9,120","500",원(KRW),"40,396,365","380,937,721,950",
009140,경인전자,"20,350","50","0.25","20,350","20,250","5,118","104,370,000","20,950","20,950","20,150","5,000",원(KRW),"1,570,797","31,965,718,950",
024910,경창산업,"910","0","0.00","910","905","39,271","35,284,264","900","918","862","500",원(KRW),"35,819,005","32,595,294,550",
013580,계룡건설,"23,200","0","0.00","23,300","23,000","9,932","226,411,000","23,300","23,500","22,300","5,000",원(KRW),"8,930,907","207,197,042,400",
012200,계양전기,"3,005","-35","1.15","3,030","3,005","102,961","311,677,610","3,065","3,080","2,995","500",원(KRW),"32,600,000","97,963,000,000",
012205,계양전기우,"7,960","-40","0.50","7,970","7,960","14,265","113,273,140","7,910","8,180","7,850","500",원(KRW),"1,400,000","11,144,000,000",
004200,고려개발,"4,040","-125","3.00","4,120","4,040","9,263","37,766,070","4,220","4,220","4,000","5,000",원(KRW),"30,438,889","122,973,111,560",
002140,고려산업,"2,805","-65","2.26","2,815","2,805","796,231","2,260,690,615","2,870","2,900","2,790","1,000",원(KRW),"24,939,425","69,955,087,125",
198440,고려시멘트,"3,175","355","12.59","3,180","3,175","28,798,431","93,773,609,190","3,100","3,490","3,005","100",원(KRW),"31,979,960","101,536,373,000",
049720,고려신용정보,"4,970","-60","1.19","4,970","4,965","41,763","205,870,105","5,030","5,030","4,875","500",원(KRW),"14,300,000","71,071,000,000",
010130,고려아연,"440,000","-4,000","0.90","440,500","440,000","48,180","21,204,599,500","438,500","444,000","438,000","5,000",원(KRW),"18,870,000","8,302,800,000,000",
002240,고려제강,"23,600","-100","0.42","23,700","23,600","4,680","109,832,250","23,150","23,850","23,150","1,000",원(KRW),"20,000,000","472,000,000,000",
014570,고려제약,"5,620","200","3.69","5,630","5,620","37,980","209,899,330","5,340","5,640","5,340","500",원(KRW),"11,000,000","61,820,000,000",
098460,고영,"79,200","-2,500","3.06","79,200","79,100","42,868","3,387,146,100","81,400","81,700","78,000","500",원(KRW),"13,693,951","1,084,560,919,200",
038530,골드퍼시픽,"1,740","-10","0.57","1,745","1,740","30,424","52,692,865","1,705","1,775","1,700","500",원(KRW),"33,101,431","57,596,489,940",
900280,골든센츄리,"755","21","2.86","755","754","679,312","510,721,121","748","765","726","0.2",미국달러(USD),"93,400,000","70,517,000,000",
215000,골프존,"69,900","-1,800","2.51","70,000","69,900","7,831","549,223,600","72,200","72,200","69,500","500",원(KRW),"6,275,415","438,651,508,500",
121440,골프존뉴딘홀딩스,"4,340","-55","1.25","4,340","4,335","20,760","90,025,115","4,430","4,430","4,305","500",원(KRW),"42,836,818","185,911,790,120",
183410,골프존데카,"1,740","225","14.85","0","1,320","2,201","3,829,740","1,740","1,740","1,740","500",원(KRW),"4,111,161","7,153,420,140",
076340,관악산업,"4,110","530","14.80","4,110","3,660","653","2,341,300","3,580","4,110","3,580","500",원(KRW),"4,871,460","20,021,700,600",
009290,광동제약,"6,470","130","2.05","6,470","6,450","83,353","535,330,020","6,340","6,480","6,310","1,000",원(KRW),"52,420,851","339,162,905,970",
014200,광림,"2,810","-30","1.06","2,810","2,805","229,078","641,593,965","2,870","2,870","2,770","500",원(KRW),"49,624,189","139,443,971,090",
017040,광명전기,"2,040","60","3.03","2,040","2,035","234,202","472,589,100","2,000","2,050","1,960","500",원(KRW),"43,337,615","88,408,734,600",
017900,광전자,"2,040","25","1.24","2,040","2,035","50,767","102,882,285","2,005","2,050","1,995","500",원(KRW),"57,943,763","118,205,276,520",
037710,광주신세계,"162,500","-2,000","1.22","163,500","161,500","1,051","169,736,500","163,500","164,000","160,500","5,000",원(KRW),"1,600,000","260,000,000,000",
026910,광진실업,"3,230","-70","2.12","3,290","3,230","3,478","11,385,390","3,265","3,295","3,230","500",원(KRW),"6,405,405","20,689,458,150",
090150,광진윈텍,"2,725","-15","0.55","2,725","2,690","64,276","172,817,645","2,675","2,755","2,655","500",원(KRW),"9,658,393","26,319,120,925",
267320,교보7호스팩,"2,420","0","0.00","0","0","0","0","0","0","0","100",원(KRW),"4,020,000","9,728,400,000",
307280,교보8호스팩,"2,230","50","2.29","2,210","2,165","12","26,910","2,245","2,245","2,230","100",원(KRW),"3,720,000","8,295,600,000",
030610,교보증권,"9,300","-40","0.43","9,320","9,290","40,737","376,950,200","9,330","9,340","9,150","5,000",원(KRW),"36,000,000","334,800,000,000",
329050,구스앤홈,"14,600","0","0.00","15,050","14,200","0","0","0","0","0","500",원(KRW),"1,200,000","17,520,000,000",
053270,구영테크,"1,450","10","0.69","1,450","1,445","150,379","218,274,760","1,450","1,490","1,430","500",원(KRW),"26,394,174","38,271,552,300",
007690,국도화학,"45,400","-250","0.55","45,500","45,400","4,991","225,493,400","45,550","46,000","44,850","5,000",원(KRW),"5,810,616","263,801,966,400",
005320,국동,"1,475","-15","1.01","1,480","1,475","340,885","506,607,210","1,500","1,510","1,470","500",원(KRW),"27,596,156","40,704,330,100",
066620,국보디자인,"15,450","450","3.00","15,450","15,000","3,572","53,387,400","15,000","15,450","14,700","500",원(KRW),"7,500,000","115,875,000,000",
043650,국순당,"3,500","-30","0.85","3,500","3,495","36,116","125,199,705","3,505","3,535","3,400","500",원(KRW),"17,858,304","62,504,064,000",
006050,국영지앤엠,"1,480","75","5.34","1,485","1,480","7,456,097","11,086,120,165","1,530","1,550","1,430","500",원(KRW),"34,895,243","51,644,959,640",
060480,국일신동,"5,960","60","1.02","5,960","5,950","98,923","588,676,910","5,880","6,180","5,870","500",원(KRW),"11,090,000","66,096,400,000",
078130,국일제지,"5,390","-130","2.36","5,400","5,390","10,756,811","59,067,645,870","5,530","5,600","5,330","100",원(KRW),"121,180,836","653,164,706,040",
002720,국제약품,"3,880","90","2.37","3,890","3,880","110,869","424,863,110","3,750","3,915","3,720","1,000",원(KRW),"18,400,520","71,394,017,600",
243870,굿센,"14,600","400","2.82","14,550","12,100","101","1,394,600","13,800","14,600","13,800","500",원(KRW),"1,345,951","19,650,884,600",
204020,그리티,"4,700","125","2.73","4,705","4,700","2,049,645","9,445,981,170","4,600","4,720","4,405","500",원(KRW),"10,073,715","47,346,460,500",
083420,그린케미칼,"3,500","5","0.14","3,500","3,490","12,725","44,335,900","3,450","3,505","3,450","500",원(KRW),"20,000,000","70,000,000,000",
186230,그린플러스,"13,200","1,400","11.86","13,200","13,150","473,069","6,032,700,200","11,800","13,600","11,500","500",원(KRW),"3,923,873","51,795,123,600",
014530,극동유화,"3,405","20","0.59","3,405","3,400","17,087","57,981,115","3,360","3,410","3,350","500",원(KRW),"34,869,420","118,730,375,100",
